icd_9,label_index,test_gold_support,scope,ngram_rank,ngram,n_notes_peaking_here,mean_attention,max_attention
518.82,32,22,all_test,2,mcv mch mchc rdw,17,0.00161,0.00358
518.82,32,22,all_test,3,md number completed,15,0.00413,0.01461
518.82,32,22,all_test,4,rbc hgb hct mcv,15,0.0018,0.00259
518.82,32,22,all_test,5,telephone fax completed,14,0.0018,0.00262
518.82,32,22,all_test,6,urean creat na k,11,0.00225,0.004
518.82,32,22,all_test,7,glucose urean creat na,10,0.00174,0.00194
518.82,32,22,all_test,8,wbc rbc hgb hct,10,0.00138,0.00203
518.82,32,22,all_test,9,md md number,9,0.00234,0.00682
518.82,32,22,all_test,10,mchc rdw plt ct,9,0.00182,0.00256
518.82,32,22,gold_notes,1,pelvis hematoma j g,1,0.00272,0.00272
518.82,32,22,gold_notes,2,dr stitle orthoepdics week,1,0.00229,0.00229
518.82,32,22,gold_notes,3,time arousable responded command,1,0.00215,0.00215
518.82,32,22,gold_notes,4,upper lower mass connected,1,0.00199,0.00199
518.82,32,22,gold_notes,5,resume regular home medication,2,0.00183,0.00196
518.82,32,22,gold_notes,6,father died lymphoma known,1,0.00174,0.00174
518.82,32,22,gold_notes,7,fasculations prominent speech alteration,1,0.00167,0.00167
518.82,32,22,gold_notes,8,mg capsule sig capsule,1,0.00158,0.00158
518.82,32,22,gold_notes,9,telephone fax time please,1,0.0015,0.0015
518.82,32,22,gold_notes,10,felt safe return rehab,1,0.00147,0.00147
452,36,21,all_test,1,delayed release e c,178,0.00189,0.00457
452,36,21,all_test,2,release e c sig,132,0.00175,0.00347
452,36,21,all_test,3,tablet delayed release e,125,0.00173,0.00386
452,36,21,all_test,4,c sig tablet delayed,73,0.00178,0.00437
452,36,21,all_test,5,sig tablet delayed release,67,0.00205,0.00429
452,36,21,all_test,6,mg tablet sig tablet,63,0.00206,0.00757
452,36,21,all_test,7,e c sig tablet,57,0.00184,0.00327
452,36,21,all_test,8,release e c po,55,0.00192,0.00286
452,36,21,all_test,9,capsule delayed release e,50,0.00154,0.00242
452,36,21,all_test,10,mg tablet delayed release,44,0.00177,0.00327
452,36,21,gold_notes,1,thrombosis grade iii esophageal,1,0.00364,0.00364
452,36,21,gold_notes,2,left portla vein nearly,1,0.00353,0.00353
452,36,21,gold_notes,3,follow ct scan demonstrated,1,0.00336,0.00336
452,36,21,gold_notes,4,reveals evidence flow portal,1,0.00328,0.00328
452,36,21,gold_notes,5,heterogeneously enhancing mass encompassing,1,0.0032,0.0032
452,36,21,gold_notes,6,anastomosis left portal vein,1,0.00311,0.00311
452,36,21,gold_notes,7,started lovenox actually held,1,0.00305,0.00305
452,36,21,gold_notes,8,prior partial hepatic vein,1,0.00256,0.00256
452,36,21,gold_notes,9,pelvis obtained demonstrated subtotal,1,0.0025,0.0025
452,36,21,gold_notes,10,likely chronic thrombosis left,1,0.00245,0.00245
277.39,171,20,all_test,1,delayed release e c,161,0.00209,0.00452
277.39,171,20,all_test,2,tablet delayed release e,121,0.00207,0.00408
277.39,171,20,all_test,3,release e c sig,116,0.00212,0.00455
277.39,171,20,all_test,4,e c sig tablet,80,0.00226,0.00801
277.39,171,20,all_test,5,sig tablet delayed release,74,0.00249,0.00358
277.39,171,20,all_test,6,c sig tablet delayed,69,0.00225,0.00443
277.39,171,20,all_test,7,capsule delayed release e,49,0.00153,0.00247
277.39,171,20,all_test,8,release e c po,41,0.00198,0.00332
277.39,171,20,all_test,9,mg tablet delayed release,38,0.00224,0.00348
277.39,171,20,all_test,10,major surgical invasive procedure,26,0.00272,0.0056
277.39,171,20,gold_notes,1,dni prior hospitalization known,1,0.00817,0.00817
277.39,171,20,gold_notes,2,cns osh massive right,1,0.00421,0.00421
277.39,171,20,gold_notes,3,hypertensive nature given lobar,1,0.00299,0.00299
277.39,171,20,gold_notes,4,parenchymal bleed due amyloid,1,0.00251,0.00251
277.39,171,20,gold_notes,5,internist given afib amyloid,1,0.0023,0.0023
277.39,171,20,gold_notes,6,view diaphragm pneumothorax pleural,1,0.00229,0.00229
277.39,171,20,gold_notes,7,tablet po daily daily,1,0.00226,0.00226
277.39,171,20,gold_notes,8,speak husband report word,1,0.00224,0.00224
277.39,171,20,gold_notes,9,tablet sig tablet po,1,0.00221,0.00221
277.39,171,20,gold_notes,10,towards right main bronchus,1,0.00217,0.00217
197.6,4,19,all_test,1,delayed release e c,40,0.00172,0.00257
197.6,4,19,all_test,2,release e c sig,32,0.00154,0.00256
197.6,4,19,all_test,3,c sig tablet delayed,31,0.00179,0.00238
197.6,4,19,all_test,4,tablet delayed release e,23,0.00143,0.00215
197.6,4,19,all_test,5,tablet sig tablet po,21,0.00199,0.00346
197.6,4,19,all_test,6,sig tablet delayed release,14,0.00151,0.00173
197.6,4,19,all_test,7,e c sig tablet,13,0.00166,0.00219
197.6,4,19,all_test,8,rituxan cycle r chop,12,0.00209,0.00288
197.6,4,19,all_test,9,sig tablet po daily,11,0.00279,0.00374
197.6,4,19,all_test,10,mg tablet sig tablet,10,0.00214,0.00355
197.6,4,19,gold_notes,1,partial gastrectomy transverse colectomy,1,0.003,0.003
197.6,4,19,gold_notes,2,increase oxali cycle cycle,1,0.00254,0.00254
197.6,4,19,gold_notes,3,rhabdomyosarcoma diffuse mets including,1,0.00243,0.00243
197.6,4,19,gold_notes,4,med p chemotx copd,1,0.00226,0.00226
197.6,4,19,gold_notes,5,multiple tiny peritoneal implant,1,0.00189,0.00189
197.6,4,19,gold_notes,6,resumed mfolfox6 palliation chose,1,0.00186,0.00186
197.6,4,19,gold_notes,7,l sided parietal lesion,1,0.00177,0.00177
197.6,4,19,gold_notes,8,iiib status post hemicolectomy,1,0.00176,0.00176
197.6,4,19,gold_notes,9,peritoneal cavity omentum suggesting,1,0.00175,0.00175
197.6,4,19,gold_notes,10,care due reglious belief,1,0.00164,0.00164
211.3,78,19,all_test,1,disposition extended care facility,12,0.00255,0.00321
211.3,78,19,all_test,2,mg tablet sig tablet,12,0.00191,0.00323
211.3,78,19,all_test,3,sound present rebound tenderness,10,0.00168,0.00298
211.3,78,19,all_test,4,blood pt ptt inr,9,0.00178,0.00292
211.3,78,19,all_test,5,hgb hct mcv mch,8,0.0017,0.00251
211.3,78,19,all_test,6,rebound tenderness guarding organomegaly,8,0.00148,0.00248
211.3,78,19,all_test,7,mcv mch mchc rdw,7,0.00192,0.00345
211.3,78,19,all_test,8,disorder associated severe pancytopenia,7,0.00188,0.00188
211.3,78,19,all_test,9,q11 dyz3 chromosome alpha,7,0.00173,0.00173
211.3,78,19,all_test,10,disp tablet refill disposition,7,0.00157,0.00215
211.3,78,19,gold_notes,1,underwent laparascopy converted open,1,0.00429,0.00429
211.3,78,19,gold_notes,2,otherwise normal colonoscopy cecum,1,0.00429,0.00429
211.3,78,19,gold_notes,3,heart surgery started metoprolol,1,0.00414,0.00414
211.3,78,19,gold_notes,4,showed diverticulosis sigmoid colon,1,0.00389,0.00389
211.3,78,19,gold_notes,5,rectal tear gi ir,1,0.00357,0.00357
211.3,78,19,gold_notes,6,subsequent stabilization hct underwent,1,0.00357,0.00357
211.3,78,19,gold_notes,7,mi admitted resection hepatic,1,0.00352,0.00352
211.3,78,19,gold_notes,8,polyp appear bled recently,1,0.00313,0.00313
211.3,78,19,gold_notes,9,started several new medication,1,0.00281,0.00281
211.3,78,19,gold_notes,10,1cm polypectomy performed due,1,0.00272,0.00272
272.1,156,19,all_test,1,elevates symmetrically doctor strength,11,0.00128,0.0021
272.1,156,19,all_test,2,aspirin 325mg enteric coated,10,0.00329,0.00409
272.1,156,19,all_test,3,mcv mch mchc rdw,10,0.00302,0.00417
272.1,156,19,all_test,4,rbc hgb hct mcv,10,0.00185,0.00392
272.1,156,19,all_test,5,mg tablet tablet mouth,10,0.00159,0.00215
272.1,156,19,all_test,6,pulse resp o2 sat,9,0.00124,0.0014
272.1,156,19,all_test,7,hgb hct mcv mch,8,0.00266,0.00407
272.1,156,19,all_test,8,mg tablet sig tablet,8,0.00207,0.00313
272.1,156,19,all_test,9,sedation warfarin mg tablet,8,0.0013,0.00148
272.1,156,19,all_test,10,x palate elevates symmetrically,8,0.00123,0.00139
272.1,156,19,gold_notes,1,histor suicide attempt obesity,1,0.00385,0.00385
272.1,156,19,gold_notes,2,rhinitis p wisdom teeth,1,0.0022,0.0022
272.1,156,19,gold_notes,3,gout condition mental status,1,0.00212,0.00212
272.1,156,19,gold_notes,4,embolism month pe known,1,0.00203,0.00203
272.1,156,19,gold_notes,5,o h ards secondary,1,0.0018,0.0018
272.1,156,19,gold_notes,6,htn hypertriglyceridemia recently admitted,1,0.0016,0.0016
272.1,156,19,gold_notes,7,regular schedule discharged prior,1,0.00158,0.00158
272.1,156,19,gold_notes,8,sewing machine sale repair,1,0.00157,0.00157
272.1,156,19,gold_notes,9,mental status clear coherent,2,0.00146,0.00152
272.1,156,19,gold_notes,10,month stopped physician month,1,0.00141,0.00141
482.1,109,18,all_test,1,delayed release e c,181,0.002,0.00422
482.1,109,18,all_test,2,tablet delayed release e,109,0.00207,0.00441
482.1,109,18,all_test,3,release e c sig,92,0.00192,0.00361
482.1,109,18,all_test,4,release e c po,84,0.00196,0.00334
482.1,109,18,all_test,5,e c po daily,75,0.00224,0.00477
482.1,109,18,all_test,6,c sig tablet delayed,61,0.00217,0.00439
482.1,109,18,all_test,7,c po daily daily,54,0.00262,0.01028
482.1,109,18,all_test,8,sig tablet delayed release,49,0.00219,0.00481
482.1,109,18,all_test,9,e c sig tablet,46,0.00229,0.00395
482.1,109,18,all_test,10,capsule delayed release e,39,0.00172,0.00289
482.1,109,18,gold_notes,1,bacteremia grown vre pseudomonas,1,0.00577,0.00577
482.1,109,18,gold_notes,2,aspergillus id consulted antimicrobial,1,0.00521,0.00521
482.1,109,18,gold_notes,3,repeat cxr secondary asynchrony,1,0.00496,0.00496
482.1,109,18,gold_notes,4,recent cd4 count viral,1,0.00367,0.00367
482.1,109,18,gold_notes,5,could explain wheezing respiratory,1,0.00357,0.00357
482.1,109,18,gold_notes,6,un e coli resistent,1,0.00346,0.00346
482.1,109,18,gold_notes,7,previous colonizer pseudomonas e,1,0.0032,0.0032
482.1,109,18,gold_notes,8,pseudomonas originally treated meropenem,1,0.00314,0.00314
482.1,109,18,gold_notes,9,pseudomonas treated appropriate antibiotic,1,0.00262,0.00262
482.1,109,18,gold_notes,10,organism ml second morphology,1,0.00245,0.00245
E879.1,59,17,all_test,1,sat ra b p,12,0.00154,0.0024
E879.1,59,17,all_test,2,hgb hct mcv mch,11,0.00214,0.00382
E879.1,59,17,all_test,3,rbc hgb hct mcv,11,0.00189,0.00369
E879.1,59,17,all_test,4,hct mcv mch mchc,10,0.00199,0.00641
E879.1,59,17,all_test,5,wbc rbc hgb hct,8,0.00278,0.0039
E879.1,59,17,all_test,6,po2 pco2 ph caltco2,7,0.00484,0.0093
E879.1,59,17,all_test,7,height weight lb general,7,0.00165,0.00183
E879.1,59,17,all_test,8,year ago hsv hematologic,7,0.00161,0.00161
E879.1,59,17,all_test,9,denies fever chill night,7,0.00122,0.00122
E879.1,59,17,all_test,10,duration cxr showing worsening,7,0.00119,0.00119
E879.1,59,17,gold_notes,1,mch mchc rdw 00am,1,0.00179,0.00179
E879.1,59,17,gold_notes,2,setting clotted r avf,1,0.00161,0.00161
E879.1,59,17,gold_notes,3,year ago hsv hematologic,1,0.00161,0.00161
E879.1,59,17,gold_notes,4,30 pain p procedure,1,0.00138,0.00138
E879.1,59,17,gold_notes,5,hd session would possible,1,0.00136,0.00136
E879.1,59,17,gold_notes,6,mmm op clear neck,1,0.00127,0.00127
E879.1,59,17,gold_notes,7,pcp office sent hospital1,1,0.00126,0.00126
E879.1,59,17,gold_notes,8,surgery follow please call,1,0.00121,0.00121
E879.1,59,17,gold_notes,9,clear doctor perrl skin,1,0.00119,0.00119
E879.1,59,17,gold_notes,10,1mg po daily infliximab,1,0.00113,0.00113
421.0,53,15,all_test,1,delayed release e c,43,0.00191,0.00369
421.0,53,15,all_test,2,tablet delayed release e,32,0.00171,0.0026
421.0,53,15,all_test,3,release e c po,28,0.00217,0.00699
421.0,53,15,all_test,4,release e c sig,24,0.00185,0.0029
421.0,53,15,all_test,5,tablet sig tablet po,18,0.00249,0.00453
421.0,53,15,all_test,6,mg tablet sig tablet,17,0.0024,0.0054
421.0,53,15,all_test,7,sig tablet delayed release,15,0.00153,0.00524
421.0,53,15,all_test,8,e c po daily,13,0.00184,0.00244
421.0,53,15,all_test,9,e c sig capsule,13,0.00139,0.00187
421.0,53,15,all_test,10,sig tablet po daily,11,0.0022,0.0053
421.0,53,15,gold_notes,1,tee endocarditis setting mssa,1,0.00447,0.00447
421.0,53,15,gold_notes,2,mitral regurgitation mitral prolapse,1,0.00434,0.00434
421.0,53,15,gold_notes,3,endocarditis endocarditis strep intermedius,1,0.00368,0.00368
421.0,53,15,gold_notes,4,oral antibiotic therapy blood,1,0.00316,0.00316
421.0,53,15,gold_notes,5,evaluated cardiac surgery aortic,1,0.00303,0.00303
421.0,53,15,gold_notes,6,tee also showed vegetation,1,0.00274,0.00274
421.0,53,15,gold_notes,7,gk note potential upcoming,1,0.00247,0.00247
421.0,53,15,gold_notes,8,atrial fibrillation mitral regurgitation,1,0.0024,0.0024
421.0,53,15,gold_notes,9,mild moderate mr tricuspid,1,0.00228,0.00228
421.0,53,15,gold_notes,10,endocarditis effecting conducting system,1,0.00224,0.00224
790.5,86,14,all_test,1,delayed release e c,38,0.00196,0.00408
790.5,86,14,all_test,2,mg tablet sig tablet,28,0.00181,0.00329
790.5,86,14,all_test,3,capsule delayed release e,22,0.00211,0.00636
790.5,86,14,all_test,4,tab sust rel particle,22,0.00171,0.00207
790.5,86,14,all_test,5,tablet sig tablet po,19,0.00179,0.00401
790.5,86,14,all_test,6,rel particle crystal po,18,0.00235,0.00517
790.5,86,14,all_test,7,tablet delayed release e,18,0.00205,0.00308
790.5,86,14,all_test,8,sust rel particle crystal,17,0.00238,0.00302
790.5,86,14,all_test,9,particle crystal po daily,15,0.00194,0.0034
790.5,86,14,all_test,10,release e c sig,14,0.00214,0.00316
790.5,86,14,gold_notes,1,docusate sodium mg capsule,1,0.00264,0.00264
790.5,86,14,gold_notes,2,sig tablet extended release,1,0.0018,0.0018
790.5,86,14,gold_notes,3,hap fracture peaked high,1,0.00172,0.00172
790.5,86,14,gold_notes,4,significantly also hip fracture,1,0.00166,0.00166
790.5,86,14,gold_notes,5,back pain shaking chill,1,0.0016,0.0016
790.5,86,14,gold_notes,6,lipase g 49am blood,1,0.00143,0.00143
790.5,86,14,gold_notes,7,remained stable baseline throughout,1,0.00133,0.00133
790.5,86,14,gold_notes,8,lovenox dvt dvt diagnosed,1,0.00132,0.00132
790.5,86,14,gold_notes,9,blood pressure caused major,1,0.00129,0.00129
790.5,86,14,gold_notes,10,ef lasix 20mg po,1,0.00117,0.00117
45.91,67,13,all_test,1,worsening headache controlled pain,10,0.00332,0.00377
45.91,67,13,all_test,2,medicine allergy recorded known,9,0.00206,0.00254
45.91,67,13,all_test,3,admitted allo sct clofarabine,7,0.00181,0.00181
45.91,67,13,all_test,4,known leukemia csf atypical,7,0.00147,0.00147
45.91,67,13,all_test,5,determined active leak repeat,7,0.0012,0.0012
45.91,67,13,all_test,6,dysuria urinary frequency urinary,7,0.00104,0.00104
45.91,67,13,all_test,7,resection anterior enterostomy infarcted,6,0.00303,0.00303
45.91,67,13,all_test,8,cpr external pacing expired,6,0.00196,0.00196
45.91,67,13,all_test,9,ganz catheter removed aortic,6,0.00193,0.00193
45.91,67,13,all_test,10,eat small frequent meal,6,0.00186,0.00264
45.91,67,13,gold_notes,1,name3 lf admitted abdominal,1,0.00401,0.00401
45.91,67,13,gold_notes,2,resection anterior enterostomy infarcted,1,0.00303,0.00303
45.91,67,13,gold_notes,3,abdomen noted increasingly firm,1,0.00289,0.00289
45.91,67,13,gold_notes,4,adhesion small bowel resection,1,0.00284,0.00284
45.91,67,13,gold_notes,5,cancer small bowel obstruction,1,0.00245,0.00245
45.91,67,13,gold_notes,6,abdomen closed ebl approximately,1,0.00224,0.00224
45.91,67,13,gold_notes,7,abdominal wound pt continued,1,0.00207,0.00207
45.91,67,13,gold_notes,8,following underwent exploratory laparotomy,1,0.002,0.002
45.91,67,13,gold_notes,9,progressively somulent tachypnec increased,1,0.00179,0.00179
45.91,67,13,gold_notes,10,surgical detail two day,1,0.00161,0.00161
451.84,139,13,all_test,1,instruction please shower daily,21,0.0021,0.0039
451.84,139,13,all_test,2,keep leg straight someone,14,0.00347,0.00482
451.84,139,13,all_test,3,daily including washing incision,13,0.00218,0.0032
451.84,139,13,all_test,4,sig appl topical hospital1,11,0.0021,0.00371
451.84,139,13,all_test,5,follow surgeon primary care,11,0.00184,0.00199
451.84,139,13,all_test,6,sig appl topical tid,11,0.00162,0.00169
451.84,139,13,all_test,7,including washing incision gently,9,0.00148,0.00156
451.84,139,13,all_test,8,appl topical qid time,8,0.00312,0.00504
451.84,139,13,all_test,9,lotion powder ointment incision,8,0.00207,0.00253
451.84,139,13,all_test,10,please shower daily including,8,0.00183,0.002
451.84,139,13,gold_notes,1,well title regular diet,1,0.00434,0.00434
451.84,139,13,gold_notes,2,refill warfarin mg tablet,1,0.00417,0.00417
451.84,139,13,gold_notes,3,instruction please shower daily,1,0.0039,0.0039
451.84,139,13,gold_notes,4,mr known lastname discharged,1,0.00385,0.00385
451.84,139,13,gold_notes,5,picc line treated warm,1,0.00346,0.00346
451.84,139,13,gold_notes,6,iv started keflex post,1,0.00335,0.00335
451.84,139,13,gold_notes,7,piv site improve warm,1,0.0033,0.0033
451.84,139,13,gold_notes,8,mg capsule sig capsule,1,0.00329,0.00329
451.84,139,13,gold_notes,9,phlebitis day disp capsule,1,0.00305,0.00305
451.84,139,13,gold_notes,10,infection blood culture positve,1,0.00298,0.00298
333.1,21,12,all_test,1,known lastname year old,8,0.00231,0.0056
333.1,21,12,all_test,2,major surgical invasive procedure,8,0.00197,0.00268
333.1,21,12,all_test,3,social life wife house,7,0.00188,0.00188
333.1,21,12,all_test,4,symptom concern please resume,7,0.00158,0.00251
333.1,21,12,all_test,5,status post allogeneic transplant,7,0.00157,0.00157
333.1,21,12,all_test,6,po tid time methadone,7,0.00128,0.00128
333.1,21,12,all_test,7,po daily daily via,7,0.00124,0.00124
333.1,21,12,all_test,8,qol medical cll see,7,0.00121,0.00129
333.1,21,12,all_test,9,may resume medication metoprolol,6,0.00284,0.00284
333.1,21,12,all_test,10,urean creat na k,6,0.0024,0.00407
333.1,21,12,gold_notes,1,bph essential tremor herpes,1,0.0043,0.0043
333.1,21,12,gold_notes,2,tremor aortic stenosis critical,1,0.0041,0.0041
333.1,21,12,gold_notes,3,multiple suicide attempt presenting,1,0.00344,0.00344
333.1,21,12,gold_notes,4,copd benign essential tremor,1,0.00273,0.00273
333.1,21,12,gold_notes,5,medication effect year ago,1,0.0023,0.0023
333.1,21,12,gold_notes,6,chronic knee pain bladder,1,0.00229,0.00229
333.1,21,12,gold_notes,7,secondary djd essential tremor,1,0.00212,0.00212
333.1,21,12,gold_notes,8,oxygen benign essential tremor,1,0.00208,0.00208
333.1,21,12,gold_notes,9,peptic ulcer disease arthritis,1,0.00189,0.00189
333.1,21,12,gold_notes,10,chronic cpap continued house,1,0.00187,0.00187
709.8,141,12,all_test,1,major surgical invasive procedure,22,0.00274,0.00942
709.8,141,12,all_test,2,c sig tablet delayed,12,0.00193,0.00277
709.8,141,12,all_test,3,sig tablet delayed release,12,0.00185,0.00291
709.8,141,12,all_test,4,present illness year old,10,0.0036,0.00438
709.8,141,12,all_test,5,pathology procedure revealed squamous,9,0.00316,0.00335
709.8,141,12,all_test,6,delayed release e c,8,0.00214,0.00292
709.8,141,12,all_test,7,extraocular movement intact bilaterally,8,0.00179,0.00212
709.8,141,12,all_test,8,release e c sig,8,0.00156,0.00255
709.8,141,12,all_test,9,discontinued without complication evaluated,7,0.00197,0.00255
709.8,141,12,all_test,10,hcfa regulation electronically signed,7,0.00192,0.0022
709.8,141,12,gold_notes,1,structure interpolar region right,1,0.0029,0.0029
709.8,141,12,gold_notes,2,icu sodium slowly corrected,1,0.00194,0.00194
709.8,141,12,gold_notes,3,oxygen via nasal cannula,1,0.00193,0.00193
709.8,141,12,gold_notes,4,infraclavicular line cor rrr,1,0.00185,0.00185
709.8,141,12,gold_notes,5,neurosurgery bronchoscopy extubated following,1,0.00174,0.00174
709.8,141,12,gold_notes,6,ni ni donor well,1,0.00167,0.00167
709.8,141,12,gold_notes,7,sign active cellultis could,1,0.00165,0.00165
709.8,141,12,gold_notes,8,mchc rdw 56pm plt,1,0.00156,0.00156
709.8,141,12,gold_notes,9,unable wean vent due,1,0.00153,0.00153
709.8,141,12,gold_notes,10,infectious source paracentesis performed,1,0.00153,0.00153
287.31,146,12,all_test,1,focusing qol medical cll,10,0.00163,0.00182
287.31,146,12,all_test,2,level consciousness alert interactive,10,0.00121,0.00153
287.31,146,12,all_test,3,non contributory physical exam,9,0.00191,0.00295
287.31,146,12,all_test,4,healing well erythema drainage,9,0.00155,0.00236
287.31,146,12,all_test,5,platelet tranfusions well iron,7,0.00194,0.00194
287.31,146,12,all_test,6,30 per social mr,7,0.00161,0.00161
287.31,146,12,all_test,7,groundskeepr university college hour,7,0.00145,0.00177
287.31,146,12,all_test,8,physical exam exam obtained,7,0.0012,0.0012
287.31,146,12,all_test,9,alcohol smoke marijuana denies,7,0.00107,0.00107
287.31,146,12,all_test,10,rectal tone enlarged prostate,6,0.00241,0.00241
287.31,146,12,gold_notes,1,thrombocytopenic held platelet transfusion,1,0.00773,0.00773
287.31,146,12,gold_notes,2,underlying itp given thrombocytopenia,1,0.0049,0.0049
287.31,146,12,gold_notes,3,suffers itp started iv,1,0.004,0.004
287.31,146,12,gold_notes,4,likely itp setting myelodysplastic,1,0.00273,0.00273
287.31,146,12,gold_notes,5,cause felt itp secondary,1,0.00223,0.00223
287.31,146,12,gold_notes,6,evaluated hematology recommended treatment,1,0.0022,0.0022
287.31,146,12,gold_notes,7,diagnosis itp initiated decadron,1,0.00215,0.00215
287.31,146,12,gold_notes,8,never ex smoker quit,1,0.00202,0.00202
287.31,146,12,gold_notes,9,due ongoing auto immune,1,0.00197,0.00197
287.31,146,12,gold_notes,10,use medical itp extent,1,0.00163,0.00163
427.0,151,12,all_test,1,release e c sig,19,0.00169,0.00243
427.0,151,12,all_test,2,delayed release e c,19,0.00165,0.00207
427.0,151,12,all_test,3,tablet delayed release e,18,0.00142,0.00274
427.0,151,12,all_test,4,sig tablet delayed release,16,0.00177,0.00296
427.0,151,12,all_test,5,release e c po,11,0.00156,0.00191
427.0,151,12,all_test,6,c po daily daily,10,0.00156,0.00237
427.0,151,12,all_test,7,po daily daily disp,10,0.00136,0.00188
427.0,151,12,all_test,8,e c po daily,10,0.0013,0.00196
427.0,151,12,all_test,9,sig capsule po bid,9,0.00192,0.0021
427.0,151,12,all_test,10,c sig tablet delayed,9,0.00127,0.00193
427.0,151,12,gold_notes,1,palpitation transferred unit management,1,0.00548,0.00548
427.0,151,12,gold_notes,2,irregular making mat likely,1,0.00266,0.00266
427.0,151,12,gold_notes,3,amiodarone stopped due bradycardia,1,0.00253,0.00253
427.0,151,12,gold_notes,4,pt intermittent run tele,1,0.00242,0.00242
427.0,151,12,gold_notes,5,emergently intubated episode svt,1,0.00215,0.00215
427.0,151,12,gold_notes,6,stopped pvd vascular saw,1,0.00177,0.00177
427.0,151,12,gold_notes,7,well subsequently achieved remission,1,0.00176,0.00176
427.0,151,12,gold_notes,8,supraventricular tachycardia acute chronic,1,0.00175,0.00175
427.0,151,12,gold_notes,9,pneumonia treated day vancomycin,1,0.00155,0.00155
427.0,151,12,gold_notes,10,right knee sustained number,1,0.00139,0.00139
447.1,38,11,all_test,1,medicine allergy recorded known,57,0.00179,0.00357
447.1,38,11,all_test,2,gently mild soap bath,39,0.00176,0.00359
447.1,38,11,all_test,3,incision gently mild soap,39,0.00174,0.00335
447.1,38,11,all_test,4,parking ward garage,38,0.00158,0.00338
447.1,38,11,all_test,5,medicine allergy known allergy,30,0.00209,0.00689
447.1,38,11,all_test,6,md number completed,29,0.00186,0.00274
447.1,38,11,all_test,7,surgery allergy recorded known,27,0.0023,0.00382
447.1,38,11,all_test,8,mild soap bath swimming,24,0.0016,0.00275
447.1,38,11,all_test,9,surgery allergy known allergy,20,0.00233,0.00504
447.1,38,11,all_test,10,drainage wound place dry,18,0.00287,0.00402
447.1,38,11,gold_notes,1,female un patent iliac,1,0.00229,0.00229
447.1,38,11,gold_notes,2,sig capsule inhalation ascorbic,1,0.00189,0.00189
447.1,38,11,gold_notes,3,hepatic artery could identified,1,0.00188,0.00188
447.1,38,11,gold_notes,4,left atrium markedly dilated,1,0.00133,0.00133
447.1,38,11,gold_notes,5,mchc rdw plt ct,1,0.00122,0.00122
447.1,38,11,gold_notes,6,inventor positive diabetes mellitus,1,0.00115,0.00115
447.1,38,11,gold_notes,7,appointment seen week,1,0.00111,0.00111
447.1,38,11,gold_notes,8,causing severe pain denies,1,0.00107,0.00107
447.1,38,11,gold_notes,9,hco3 angap 25am blood,1,0.00107,0.00107
447.1,38,11,gold_notes,10,ct started heparin gtt,1,0.00106,0.00106
112.3,57,11,all_test,1,delayed release e c,137,0.00223,0.00431
112.3,57,11,all_test,2,tablet delayed release e,130,0.00225,0.00482
112.3,57,11,all_test,3,sig tablet delayed release,76,0.00236,0.00553
112.3,57,11,all_test,4,release e c sig,73,0.00207,0.0042
112.3,57,11,all_test,5,c sig tablet delayed,70,0.00239,0.00452
112.3,57,11,all_test,6,mg tablet delayed release,65,0.00201,0.00373
112.3,57,11,all_test,7,e c sig tablet,63,0.00238,0.00399
112.3,57,11,all_test,8,release e c po,35,0.00245,0.00688
112.3,57,11,all_test,9,capsule delayed release e,33,0.0019,0.00409
112.3,57,11,all_test,10,tablet po daily daily,25,0.0019,0.00301
112.3,57,11,gold_notes,1,appl topical tid time,1,0.00342,0.00342
112.3,57,11,gold_notes,2,buttock continued w miconazole,1,0.00318,0.00318
112.3,57,11,gold_notes,3,apply affected area rash,1,0.00296,0.00296
112.3,57,11,gold_notes,4,pyoderma gangrenosum developed recently,1,0.00269,0.00269
112.3,57,11,gold_notes,5,vanc micafungin vancomycin ciprofloxacin,1,0.00263,0.00263
112.3,57,11,gold_notes,6,appl topical hospital1 time,2,0.00221,0.0028
112.3,57,11,gold_notes,7,release e c sig,1,0.00191,0.00191
112.3,57,11,gold_notes,8,initially expanded include cefepime,1,0.00154,0.00154
112.3,57,11,gold_notes,9,perineal area state tolerable,1,0.00137,0.00137
112.3,57,11,gold_notes,10,reaction bactrim versus viral,1,0.00137,0.00137
238.4,133,11,all_test,1,tablet delayed release e,235,0.00206,0.00427
238.4,133,11,all_test,2,delayed release e c,202,0.00206,0.00633
238.4,133,11,all_test,3,release e c sig,140,0.00201,0.00396
238.4,133,11,all_test,4,e c sig tablet,117,0.00199,0.00394
238.4,133,11,all_test,5,sig tablet delayed release,97,0.00223,0.00482
238.4,133,11,all_test,6,c sig tablet delayed,96,0.00229,0.00371
238.4,133,11,all_test,7,mg tablet delayed release,71,0.00178,0.00334
238.4,133,11,all_test,8,capsule delayed release e,58,0.00177,0.00279
238.4,133,11,all_test,9,tablet po daily daily,43,0.00192,0.00348
238.4,133,11,all_test,10,e c sig capsule,39,0.00184,0.00348
238.4,133,11,gold_notes,1,week quit many year,1,0.00513,0.00513
238.4,133,11,gold_notes,2,polycythemia doctor colonic polyp,1,0.00478,0.00478
238.4,133,11,gold_notes,3,work polaroid factory x,1,0.00421,0.00421
238.4,133,11,gold_notes,4,doctor hypertension chronic pain,1,0.00387,0.00387
